"ID","Set","Category","Card Type","Level","Suggested Mode","Depth","Prompt","Design Treatment","Facilitator Note","Rationale"
"COU-06","Couples Edition","Couples Edition","Expansion","Level 1","Love & Affection","High","What is something about us that still feels tender in a good way?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Names softness in the relationship."
"COU-07","Couples Edition","Couples Edition","Expansion","Level 1","Love & Affection","Medium","What is one ordinary moment with me you want more of?","Rose Clay / Deep Teal","Suitable for early playtesting.","Turns intimacy into small actions."
"COU-08","Couples Edition","Couples Edition","Expansion","Level 1","Love & Affection","Medium","How do you know I am really listening?","Rose Clay / Deep Teal","Suitable for early playtesting.","Builds relational awareness."
"COU-09","Couples Edition","Couples Edition","Expansion","Level 1","Conflict & Growth","High","What conflict pattern are we slowly outgrowing?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Frames conflict as progress."
"COU-10","Couples Edition","Couples Edition","Expansion","Level 1","Conflict & Growth","High","What do you need from me when we disagree?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Practical conflict support."
"COU-11","Couples Edition","Couples Edition","Expansion","Level 2","Conflict & Growth","Medium","What is a repair attempt from me that works?","Rose Clay / Deep Teal","Suitable for early playtesting.","Builds a shared repair language."
"COU-12","Couples Edition","Couples Edition","Expansion","Level 2","Conflict & Growth","High","What do you wish I understood about your stress?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Invites empathy around pressure."
"COU-13","Couples Edition","Couples Edition","Expansion","Level 2","Conflict & Growth","High","What topic do we avoid, and what would make it safer?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Names avoidance with consent."
"COU-14","Couples Edition","Couples Edition","Expansion","Level 2","Conflict & Growth","High","What is one apology you still remember from us?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Explores repair history."
"COU-15","Couples Edition","Couples Edition","Expansion","Level 2","Conflict & Growth","High","What boundary would help us love each other better?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Reframes boundaries as care."
"COU-16","Couples Edition","Couples Edition","Expansion","Level 2","Conflict & Growth","High","When do you feel alone even when we are together?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Directly addresses loneliness inside closeness."
"COU-17","Couples Edition","Couples Edition","Expansion","Level 2","Dreams & Desires","Medium","What dream do you want us to protect together?","Rose Clay / Deep Teal","Suitable for early playtesting.","Future-facing intimacy."
"COU-18","Couples Edition","Couples Edition","Expansion","Level 2","Dreams & Desires","Medium","What kind of life are we quietly building?","Rose Clay / Deep Teal","Suitable for early playtesting.","Creates shared narrative."
"COU-19","Couples Edition","Couples Edition","Expansion","Level 2","Dreams & Desires","Low","What is one adventure you want with me, big or small?","Rose Clay / Deep Teal","Suitable for early playtesting.","Light future planning."
"COU-20","Couples Edition","Couples Edition","Expansion","Level 2","Dreams & Desires","High","What part of your future do you want me to understand better?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Supports individual identity."
"COU-21","Couples Edition","Couples Edition","Expansion","Level 3","Dreams & Desires","High","What are you afraid to want too much?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Deep desire and vulnerability."
"COU-22","Couples Edition","Couples Edition","Expansion","Level 3","Dreams & Desires","Medium","What would make the next year feel meaningful for us?","Rose Clay / Deep Teal","Suitable for early playtesting.","Converts vision into time horizon."
"COU-23","Couples Edition","Couples Edition","Expansion","Level 3","Dreams & Desires","Medium","What do you hope we never stop doing?","Rose Clay / Deep Teal","Suitable for early playtesting.","Protects rituals."
"COU-24","Couples Edition","Couples Edition","Expansion","Level 3","Dreams & Desires","High","What would a braver version of us choose?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Bold decision prompt."
"COU-25","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","High","What is a memory of us that changed how you saw me?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Story and perception."
"COU-26","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","Medium","What is a small moment from our beginning you still keep?","Rose Clay / Deep Teal","Suitable for early playtesting.","Nostalgic and tender."
"COU-27","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","Medium","When did we surprise ourselves as a pair?","Rose Clay / Deep Teal","Suitable for early playtesting.","Builds shared pride."
"COU-28","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","High","What is a hard season we handled better than we knew?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Resilience reflection."
"COU-29","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","Low","What photo of us deserves a longer story?","Rose Clay / Deep Teal","Suitable for early playtesting.","Accessible memory cue."
"COU-30","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","Medium","What should we thank our past selves for?","Rose Clay / Deep Teal","Suitable for early playtesting.","Closes with gratitude and continuity."
"TEA-01","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Low","What is one thing this team does really well?","Slate Teal / Cream","Suitable for early playtesting.","Starts with shared strength."
"TEA-02","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Low","What helps you do your best work?","Slate Teal / Cream","Suitable for early playtesting.","Invites practical support."
"TEA-03","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Medium","What drains your energy faster than people realize?","Slate Teal / Cream","Suitable for early playtesting.","Builds empathy around capacity."
"TEA-04","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Medium","What kind of recognition feels meaningful to you?","Slate Teal / Cream","Suitable for early playtesting.","Improves appreciation rituals."
"TEA-05","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Medium","What is a work value you refuse to outgrow?","Slate Teal / Cream","Suitable for early playtesting.","Surfaces principles."
"TEA-06","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Medium","When do you feel most trusted at work?","Slate Teal / Cream","Suitable for early playtesting.","Names trust conditions."
"TEA-07","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Low","What is a skill people on this team should ask you about?","Slate Teal / Cream","Suitable for early playtesting.","Maps hidden expertise."
"TEA-08","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Low","What is one meeting habit you would happily retire?","Slate Teal / Cream","Suitable for early playtesting.","Useful and playful."
"TEA-09","Teams Edition","Teams Edition","Expansion","Level 1","Teams","High","What does psychological safety look like in a normal week?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Turns a concept into behavior."
"TEA-10","Teams Edition","Teams Edition","Expansion","Level 1","Teams","High","What do you need from teammates when pressure is high?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Supports stressful moments."
"TEA-11","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","What is something you find hard to say in work settings?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Invites brave communication."
"TEA-12","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Medium","What is one assumption people make about your working style?","Slate Teal / Cream","Suitable for early playtesting.","Clarifies collaboration."
"TEA-13","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","How do you prefer to receive hard feedback?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Improves repair and learning."
"TEA-14","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Medium","What is one decision this team should make more clearly?","Slate Teal / Cream","Suitable for early playtesting.","Focuses process improvement."
"TEA-15","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","What is one thing we should stop rewarding by accident?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Surfaces culture debt."
"TEA-16","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","What is a sign you are close to burning out?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Encourages prevention."
"TEA-17","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Medium","What is one problem we are solving better than we used to?","Slate Teal / Cream","Suitable for early playtesting.","Builds momentum."
"TEA-18","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","What is a question this team avoids asking?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Creates constructive tension."
"TEA-19","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Medium","Where do we overcomplicate things?","Slate Teal / Cream","Suitable for early playtesting.","Improves execution."
"TEA-20","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Low","What would make handoffs between us smoother?","Slate Teal / Cream","Suitable for early playtesting.","Practical collaboration card."
"TEA-21","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Low","What is one small experiment this team should try?","Slate Teal / Cream","Suitable for early playtesting.","Turns talk into action."
"TEA-22","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Medium","Who on this team helped you recently, and how?","Slate Teal / Cream","Suitable for early playtesting.","Creates visible appreciation."
"TEA-23","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Medium","What do you wish new people understood about this team?","Slate Teal / Cream","Suitable for early playtesting.","Useful onboarding insight."
"TEA-24","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Low","What is a team ritual worth protecting?","Slate Teal / Cream","Suitable for early playtesting.","Keeps positive culture alive."
"TEA-25","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Low","If this team ran a cafe together, who would do what?","Slate Teal / Cream","Suitable for early playtesting.","Playful role reflection."
"TEA-26","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Low","What is one thing we could celebrate more often?","Slate Teal / Cream","Suitable for early playtesting.","Lightens team culture."
"TEA-27","Teams Edition","Teams Edition","Expansion","Level 3","Teams","High","What is one tension we can name without solving tonight?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Allows safe acknowledgement."
"TEA-28","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Medium","What should we thank our future selves for fixing now?","Slate Teal / Cream","Suitable for early playtesting.","Forward-looking action."
"TEA-29","Teams Edition","Teams Edition","Expansion","Level 3","Teams","High","What is one promise this team should make to itself?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Strong closing prompt."
"TEA-30","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Medium","What would make this room feel more human?","Slate Teal / Cream","Suitable for early playtesting.","Mission-aligned workplace prompt."
"FAM-01","Family Edition","Family Edition","Expansion","Level 1","Family","Low","What story from our family gets told the most?","Sage / Clay","Suitable for early playtesting.","Easy shared memory."
"FAM-02","Family Edition","Family Edition","Expansion","Level 1","Family","Low","What is one family tradition you hope continues?","Sage / Clay","Suitable for early playtesting.","Names continuity."
"FAM-03","Family Edition","Family Edition","Expansion","Level 1","Family","Medium","What is one tradition you would gently redesign?","Sage / Clay","Suitable for early playtesting.","Invites change without attack."
"FAM-04","Family Edition","Family Edition","Expansion","Level 1","Family","Medium","Who in the family taught you something without realizing it?","Sage / Clay","Suitable for early playtesting.","Creates recognition."
"FAM-05","Family Edition","Family Edition","Expansion","Level 1","Family","Low","What meal, smell, or place feels like family to you?","Sage / Clay","Suitable for early playtesting.","Sensory and accessible."
"FAM-06","Family Edition","Family Edition","Expansion","Level 1","Family","Medium","What is something our family is good at surviving?","Sage / Clay","Suitable for early playtesting.","Builds resilience narrative."
"FAM-07","Family Edition","Family Edition","Expansion","Level 1","Family","High","What is something our family is still learning to talk about?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Names growth edge."
"FAM-08","Family Edition","Family Edition","Expansion","Level 1","Family","High","What did you need more of growing up?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Deep care prompt."
"FAM-09","Family Edition","Family Edition","Expansion","Level 1","Family","Medium","What did you receive growing up that still protects you?","Sage / Clay","Suitable for early playtesting.","Balances with gratitude."
"FAM-10","Family Edition","Family Edition","Expansion","Level 1","Family","Medium","What is one thing younger people here understand better than older people think?","Sage / Clay","Suitable for early playtesting.","Bridges generations."
"FAM-11","Family Edition","Family Edition","Expansion","Level 2","Family","Medium","What is one thing older people here understand better than younger people think?","Sage / Clay","Suitable for early playtesting.","Bridges generations."
"FAM-12","Family Edition","Family Edition","Expansion","Level 2","Family","Low","What is a family phrase you can hear in someone's voice?","Sage / Clay","Suitable for early playtesting.","Playful recognition."
"FAM-13","Family Edition","Family Edition","Expansion","Level 2","Family","Medium","What is something you want to ask across generations?","Sage / Clay","Suitable for early playtesting.","Encourages curiosity."
"FAM-14","Family Edition","Family Edition","Expansion","Level 2","Family","High","When do you feel most accepted by this family?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Names belonging."
"FAM-15","Family Edition","Family Edition","Expansion","Level 2","Family","High","When do you feel least understood by this family?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Names distance carefully."
"FAM-16","Family Edition","Family Edition","Expansion","Level 2","Family","High","What is one family role you are ready to loosen?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Supports growth."
"FAM-17","Family Edition","Family Edition","Expansion","Level 2","Family","Medium","What is one family role you are proud to carry?","Sage / Clay","Suitable for early playtesting.","Honors identity."
"FAM-18","Family Edition","Family Edition","Expansion","Level 2","Family","Medium","What is a memory with us that you hope no one forgets?","Sage / Clay","Suitable for early playtesting.","Shared memory card."
"FAM-19","Family Edition","Family Edition","Expansion","Level 2","Family","High","What apology would help families like ours grow?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Allows general framing for safety."
"FAM-20","Family Edition","Family Edition","Expansion","Level 2","Family","High","What does care look like to you when words are hard?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Practical love language."
"FAM-21","Family Edition","Family Edition","Expansion","Level 3","Family","Medium","What is something you wish we celebrated about each other?","Sage / Clay","Suitable for early playtesting.","Encourages appreciation."
"FAM-22","Family Edition","Family Edition","Expansion","Level 3","Family","Low","What is something you want to learn from someone at this table?","Sage / Clay","Suitable for early playtesting.","Direct curiosity."
"FAM-23","Family Edition","Family Edition","Expansion","Level 3","Family","Medium","What is one story you want future family members to know?","Sage / Clay","Suitable for early playtesting.","Legacy prompt."
"FAM-24","Family Edition","Family Edition","Expansion","Level 3","Family","High","What is a hard season our family came through?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Resilience and reflection."
"FAM-25","Family Edition","Family Edition","Expansion","Level 3","Family","High","What is one boundary that helps family feel healthier?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Healthy structure."
"FAM-26","Family Edition","Family Edition","Expansion","Level 3","Family","High","What does forgiveness mean in a family?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Big but broad."
"FAM-27","Family Edition","Family Edition","Expansion","Level 3","Family","Medium","What is one small way we could stay closer?","Sage / Clay","Suitable for early playtesting.","Actionable closeness."
"FAM-28","Family Edition","Family Edition","Expansion","Level 3","Family","Medium","What is a question you have never asked someone older than you?","Sage / Clay","Suitable for early playtesting.","Intergenerational bridge."
"FAM-29","Family Edition","Family Edition","Expansion","Level 3","Family","Medium","What is a question you have never asked someone younger than you?","Sage / Clay","Suitable for early playtesting.","Intergenerational bridge."
"FAM-30","Family Edition","Family Edition","Expansion","Level 3","Family","High","What should we make more room for in this family?","Sage / Clay","Best after trust has warmed up; passing is always allowed.","Closing growth question."
"COM-01","Community Edition","Community Edition","Expansion","Level 1","Community","Low","What makes a place feel welcoming to you?","Warm Gold / Teal","Suitable for early playtesting.","Starts with shared space."
"COM-02","Community Edition","Community Edition","Expansion","Level 1","Community","Medium","What is one thing you wish more strangers knew about you?","Warm Gold / Teal","Suitable for early playtesting.","Humanizes quickly."
"COM-03","Community Edition","Community Edition","Expansion","Level 1","Community","Low","What is a local place that makes you feel less alone?","Warm Gold / Teal","Suitable for early playtesting.","Maps connection spaces."
"COM-04","Community Edition","Community Edition","Expansion","Level 1","Community","Medium","What is one small act of kindness you still remember?","Warm Gold / Teal","Suitable for early playtesting.","Builds warmth."
"COM-05","Community Edition","Community Edition","Expansion","Level 1","Community","Medium","What do people your age get misunderstood about?","Warm Gold / Teal","Suitable for early playtesting.","Bridges age groups."
"COM-06","Community Edition","Community Edition","Expansion","Level 1","Community","High","What do people from your background get misunderstood about?","Warm Gold / Teal","Best after trust has warmed up; passing is always allowed.","Invites identity with care."
"COM-07","Community Edition","Community Edition","Expansion","Level 1","Community","Medium","What is a community you found when you needed it?","Warm Gold / Teal","Suitable for early playtesting.","Story of belonging."
"COM-08","Community Edition","Community Edition","Expansion","Level 1","Community","High","What is a community you had to leave to grow?","Warm Gold / Teal","Best after trust has warmed up; passing is always allowed.","Story of transition."
"COM-09","Community Edition","Community Edition","Expansion","Level 1","Community","Low","What is one thing that helps you approach someone new?","Warm Gold / Teal","Suitable for early playtesting.","Practical social bridge."
"COM-10","Community Edition","Community Edition","Expansion","Level 1","Community","Medium","What is one thing that makes approaching people hard?","Warm Gold / Teal","Suitable for early playtesting.","Normalizes social friction."
"COM-11","Community Edition","Community Edition","Expansion","Level 2","Community","Medium","What should more public spaces make room for?","Warm Gold / Teal","Suitable for early playtesting.","Civic imagination."
"COM-12","Community Edition","Community Edition","Expansion","Level 2","Community","High","What is a conversation you wish happened more often in your community?","Warm Gold / Teal","Best after trust has warmed up; passing is always allowed.","Mission-aligned depth."
"COM-13","Community Edition","Community Edition","Expansion","Level 2","Community","High","What is one label that never tells the full story?","Warm Gold / Teal","Best after trust has warmed up; passing is always allowed.","Counters assumptions."
"COM-14","Community Edition","Community Edition","Expansion","Level 2","Community","Medium","What is something you learned from someone very different from you?","Warm Gold / Teal","Suitable for early playtesting.","Bridging difference."
"COM-15","Community Edition","Community Edition","Expansion","Level 2","Community","High","What does belonging feel like before anyone says a word?","Warm Gold / Teal","Best after trust has warmed up; passing is always allowed.","Poetic and embodied."
"COM-16","Community Edition","Community Edition","Expansion","Level 2","Community","Medium","What is one rule of friendship you think society forgot?","Warm Gold / Teal","Suitable for early playtesting.","Cultural reflection."
"COM-17","Community Edition","Community Edition","Expansion","Level 2","Community","Medium","What is a reason people seem disconnected right now?","Warm Gold / Teal","Suitable for early playtesting.","Context for the mission."
"COM-18","Community Edition","Community Edition","Expansion","Level 2","Community","Medium","What is a reason people are still trying?","Warm Gold / Teal","Suitable for early playtesting.","Hopeful counterweight."
"COM-19","Community Edition","Community Edition","Expansion","Level 2","Community","Low","What is one topic that could bring strangers together?","Warm Gold / Teal","Suitable for early playtesting.","Event-friendly prompt."
"COM-20","Community Edition","Community Edition","Expansion","Level 2","Community","Medium","What is one topic that divides people too quickly?","Warm Gold / Teal","Suitable for early playtesting.","Names friction carefully."
"COM-21","Community Edition","Community Edition","Expansion","Level 3","Community","Medium","What is something you would ask someone from another generation?","Warm Gold / Teal","Suitable for early playtesting.","Age bridge."
"COM-22","Community Edition","Community Edition","Expansion","Level 3","Community","Medium","What is something you wish another generation asked you?","Warm Gold / Teal","Suitable for early playtesting.","Reciprocal age bridge."
"COM-23","Community Edition","Community Edition","Expansion","Level 3","Community","Low","What is one way technology helps you feel connected?","Warm Gold / Teal","Suitable for early playtesting.","Digital connection."
"COM-24","Community Edition","Community Edition","Expansion","Level 3","Community","Medium","What is one way technology makes connection harder?","Warm Gold / Teal","Suitable for early playtesting.","Digital tension."
"COM-25","Community Edition","Community Edition","Expansion","Level 3","Community","Low","What does a good neighbor do?","Warm Gold / Teal","Suitable for early playtesting.","Simple civic intimacy."
"COM-26","Community Edition","Community Edition","Expansion","Level 3","Community","High","What is one thing people could do to make loneliness easier to name?","Warm Gold / Teal","Best after trust has warmed up; passing is always allowed.","Direct mission prompt."
"COM-27","Community Edition","Community Edition","Expansion","Level 3","Community","Medium","What is a public moment when you felt seen?","Warm Gold / Teal","Suitable for early playtesting.","Story of recognition."
"COM-28","Community Edition","Community Edition","Expansion","Level 3","Community","High","What is a public moment when you felt invisible?","Warm Gold / Teal","Best after trust has warmed up; passing is always allowed.","Story of exclusion."
"COM-29","Community Edition","Community Edition","Expansion","Level 3","Community","Medium","What is one invitation you wish existed?","Warm Gold / Teal","Suitable for early playtesting.","Opportunity for product/community ideas."
"COM-30","Community Edition","Community Edition","Expansion","Level 3","Community","High","What should we build for people who feel outside the circle?","Warm Gold / Teal","Best after trust has warmed up; passing is always allowed.","Strong closing prompt."
"FAC-01","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Low","What level of depth feels right for this room today?","Charcoal / Lavender Clay","Suitable for early playtesting.","Sets consent and pace."
"FAC-02","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Low","What would help everyone feel able to pass honestly?","Charcoal / Lavender Clay","Suitable for early playtesting.","Protects opt-out safety."
"FAC-03","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Low","What is one agreement this group needs before we begin?","Charcoal / Lavender Clay","Suitable for early playtesting.","Creates norms."
"FAC-04","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Medium","What should we do if a card lands too heavily?","Charcoal / Lavender Clay","Suitable for early playtesting.","Plans for intensity."
"FAC-05","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Low","What does respectful listening look like here?","Charcoal / Lavender Clay","Suitable for early playtesting.","Clarifies behavior."
"FAC-06","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Medium","What is one way this group can avoid fixing each other?","Charcoal / Lavender Clay","Suitable for early playtesting.","Supports non-clinical sharing."
"FAC-07","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Medium","What is one question we should not rush?","Charcoal / Lavender Clay","Suitable for early playtesting.","Encourages pacing."
"FAC-08","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Medium","What is one sign the room needs a lighter card?","Charcoal / Lavender Clay","Suitable for early playtesting.","Builds facilitator awareness."
"FAC-09","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Medium","What is one sign the room is ready to go deeper?","Charcoal / Lavender Clay","Suitable for early playtesting.","Builds facilitator awareness."
"FAC-10","Facilitator Edition","Facilitator Edition","Expansion","Level 1","Facilitator","Medium","What is one voice we have not heard enough from?","Charcoal / Lavender Clay","Suitable for early playtesting.","Improves inclusion."
"FAC-11","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","High","What pattern is showing up in our answers?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Group reflection."
"FAC-12","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","Medium","What feeling has been named more than once?","Charcoal / Lavender Clay","Suitable for early playtesting.","Tracks shared themes."
"FAC-13","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","Medium","What is one moment where the room softened?","Charcoal / Lavender Clay","Suitable for early playtesting.","Notices connection."
"FAC-14","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","High","What is one moment where the room pulled back?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Notices protection."
"FAC-15","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","High","What is one assumption we should set down for the next round?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Encourages openness."
"FAC-16","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","Medium","What is one answer that deserves a follow-up later?","Charcoal / Lavender Clay","Suitable for early playtesting.","Captures future depth."
"FAC-17","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","High","What is something this group is learning about trust?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Meta-conversation."
"FAC-18","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","High","What is something this group is learning about difference?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Meta-conversation."
"FAC-19","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","High","What is something this group is learning about belonging?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Meta-conversation."
"FAC-20","Facilitator Edition","Facilitator Edition","Expansion","Level 2","Facilitator","High","What has become easier to say since we started?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Measures shift."
"FAC-21","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","High","What still feels unsaid, even lightly?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Invites closure without pressure."
"FAC-22","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","High","What should be held privately after this round?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Supports confidentiality."
"FAC-23","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","Medium","What is one thing we can thank the group for?","Charcoal / Lavender Clay","Suitable for early playtesting.","Creates appreciation."
"FAC-24","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","High","What is one thing the group should not carry alone?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Encourages support."
"FAC-25","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","Medium","What would make the next conversation safer?","Charcoal / Lavender Clay","Suitable for early playtesting.","Improves future sessions."
"FAC-26","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","Medium","What would make the next conversation braver?","Charcoal / Lavender Clay","Suitable for early playtesting.","Improves future sessions."
"FAC-27","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","Medium","What is one takeaway you want to keep in motion?","Charcoal / Lavender Clay","Suitable for early playtesting.","Turns insight into action."
"FAC-28","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","High","What is one thing you are leaving with that you did not arrive with?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Closing reflection."
"FAC-29","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","Medium","What should the final word of this room be?","Charcoal / Lavender Clay","Suitable for early playtesting.","Simple group close."
"FAC-30","Facilitator Edition","Facilitator Edition","Expansion","Level 3","Facilitator","High","What do we want to remember about how this felt?","Charcoal / Lavender Clay","Best after trust has warmed up; passing is always allowed.","Emotional closure."